"transaction_id","user_id","income_bracket","monthly_income","date","merchant","category","amount","transaction_type"
TXN01773,USR_0013,Low,3138.21,"2023-05-20",AMC Theaters,Entertainment,114.37,debit
TXN00913,USR_0030,Mid,4694.93,"2023-12-15",Xbox Game Pass,Entertainment,104.13,debit
TXN01630,USR_0009,High,7994.19,"2023-05-13",EZPass Toll,Transport,44.55,debit
TXN01168,USR_0004,Low,3015.05,"2023-07-09",Kroger,Groceries,131.05,debit
TXN00936,USR_0036,High,7855.69,"2023-08-10",Walgreens,Healthcare,45.0,debit
TXN01483,USR_0039,High,10440.81,"2023-07-15",Panera Bread,Dining,22.86,debit
TXN00123,USR_0028,Mid,6463.05,"2023-10-09",Verizon,Utilities,152.46,debit
TXN00685,USR_0041,Low,2343.57,"2023-03-17",Walmart,Shopping,320.82,debit
TXN00511,USR_0030,Mid,4694.93,"2023-12-14",Amazon Prime,Subscriptions,19.97,debit
TXN00281,USR_0050,High,9806.84,"2023-09-06",Lyft,Transport,60.0,debit
TXN01626,USR_0003,Low,2209.31,"2023-05-24",Xbox Game Pass,Entertainment,29.04,debit
TXN01284,USR_0018,Mid,4241.79,"2023-12-24",Uber,Transport,22.13,debit
TXN01371,USR_0026,High,7347.78,"2023-12-22",McDonald's,Dining,28.7,debit
TXN00880,USR_0013,Low,3138.21,"2023-09-25",Walgreens,Healthcare,155.32,debit
TXN00519,USR_0026,High,7347.78,"2023-11-19",Spotify,Subscriptions,12.62,debit
TXN01351,USR_0043,Mid,4669.35,"2023-09-20",Aldi,Groceries,34.62,debit
TXN01390,USR_0023,Mid,6073.51,"2023-10-26",Trader Joe's,Groceries,77.79,debit
TXN00068,USR_0043,Mid,4669.35,"2023-06-19",Dominion Energy,Utilities,155.16,debit
TXN01347,USR_0022,Mid,4197.0,"2023-03-30",Amazon,Shopping,50.32,debit
TXN00569,USR_0041,Low,2343.57,"2023-03-19",LabCorp,Healthcare,174.78,debit
TXN01372,USR_0039,High,10440.81,"2023-07-26",McDonald's,Dining,55.76,debit
TXN01516,USR_0048,High,9294.26,"2023-10-24",Amazon,Shopping,175.27,debit
TXN01325,USR_0034,High,11683.27,"2023-06-21",Chick-fil-A,Dining,57.93,debit
TXN00877,USR_0031,High,11170.55,"2023-03-29",BP Gas,Transport,37.25,debit
TXN00473,USR_0003,Low,2209.31,"2023-04-02",Dominion Energy,Utilities,193.84,debit
TXN01787,USR_0003,Low,2209.31,"2023-07-05",Whole Foods,Groceries,58.12,debit
TXN00512,USR_0031,High,11170.55,"2023-02-23",Best Buy,Shopping,322.99,debit
TXN00916,USR_0001,High,7556.66,"2023-12-25",Target,Shopping,239.06,debit
TXN00759,USR_0008,High,10010.09,"2023-02-18",Kroger,Groceries,155.58,debit
TXN01296,USR_0010,High,10506.62,"2023-09-12",Spotify,Subscriptions,15.15,debit
TXN00319,USR_0034,High,11683.27,"2023-05-17",Panera Bread,Dining,10.52,debit
TXN01583,USR_0049,Mid,4349.08,"2023-08-19",Ticketmaster,Entertainment,104.63,debit
TXN01409,USR_0050,High,9806.84,"2023-08-11",Publix,Groceries,48.11,debit
TXN00582,USR_0028,Mid,6463.05,"2023-12-26",CVS Pharmacy,Healthcare,163.73,debit
TXN00133,USR_0037,High,8224.05,"2023-06-05",McDonald's,Dining,47.44,debit
TXN00706,USR_0045,High,11381.84,"2023-02-16",Amazon,Shopping,300.3,debit
TXN00672,USR_0031,High,11170.55,"2023-04-13",Chipotle,Dining,19.49,debit
TXN01793,USR_0027,High,8139.49,"2023-02-15",Chick-fil-A,Dining,59.37,debit
TXN00369,USR_0039,High,10440.81,"2023-09-21",Amazon Prime,Subscriptions,19.11,debit
TXN01260,USR_0035,High,7357.01,"2023-04-01",Netflix,Subscriptions,8.51,debit
TXN00126,USR_0038,Mid,4948.64,"2023-09-26",Amazon,Shopping,110.72,debit
TXN00716,USR_0046,Mid,4531.57,"2023-11-30",Target,Shopping,315.89,debit
TXN00893,USR_0027,High,8139.49,"2023-10-10",Ticketmaster,Entertainment,47.57,debit
TXN00257,USR_0006,Mid,4079.46,"2023-07-22",Walmart,Shopping,35.97,debit
TXN01702,USR_0036,High,7855.69,"2023-08-28",Steam,Entertainment,96.07,debit
TXN00290,USR_0011,Mid,4551.1,"2023-04-13",Amazon Prime,Subscriptions,7.68,debit
TXN00082,USR_0036,High,7855.69,"2023-11-01",American Water,Utilities,138.02,debit
TXN00054,USR_0010,High,10506.62,"2023-08-09",Netflix,Subscriptions,18.69,debit
TXN00899,USR_0006,Mid,4079.46,"2023-02-02",Target,Shopping,256.33,debit
TXN00558,USR_0028,Mid,6463.05,"2023-04-14",Amazon Prime,Subscriptions,9.07,debit
TXN00041,USR_0049,Mid,4349.08,"2023-02-07",Aldi,Groceries,117.49,debit
TXN01043,USR_0023,Mid,6073.51,"2023-11-12",Xbox Game Pass,Entertainment,21.77,debit
TXN00262,USR_0040,Low,3026.92,"2023-06-15",Comcast,Utilities,110.36,debit
TXN01204,USR_0044,Low,3369.7,"2023-01-22",Chick-fil-A,Dining,49.62,debit
TXN00084,USR_0011,Mid,4551.1,"2023-09-01",Steam,Entertainment,91.45,debit
TXN01035,USR_0010,High,10506.62,"2023-03-09",Dominion Energy,Utilities,116.14,debit
TXN01125,USR_0025,Mid,5443.38,"2023-11-17",Apple Music,Subscriptions,14.87,debit
TXN01430,USR_0043,Mid,4669.35,"2023-05-03",Nike,Shopping,140.79,debit
TXN01791,USR_0028,Mid,6463.05,"2023-03-26",UnitedHealth,Healthcare,176.04,debit
TXN00031,USR_0026,High,7347.78,"2023-01-31",Hulu,Subscriptions,7.03,debit
TXN00514,USR_0030,Mid,4694.93,"2023-04-16",Steam,Entertainment,59.76,debit
TXN01200,USR_0008,High,10010.09,"2023-01-27",Hulu,Subscriptions,12.18,debit
TXN01789,USR_0038,Mid,4948.64,"2023-12-06",Netflix,Subscriptions,15.38,debit
TXN00861,USR_0024,High,11427.26,"2023-07-18",ESPN+,Entertainment,106.38,debit
TXN01197,USR_0039,High,10440.81,"2023-03-20",ESPN+,Entertainment,93.59,debit
TXN01207,USR_0038,Mid,4948.64,"2023-04-10",Comcast,Utilities,90.12,debit
TXN01468,USR_0011,Mid,4551.1,"2023-06-11",Ticketmaster,Entertainment,68.9,debit
TXN00796,USR_0046,Mid,4531.57,"2023-10-11",Lyft,Transport,14.95,debit
TXN01261,USR_0016,Low,3435.82,"2023-08-16",American Water,Utilities,71.8,debit
TXN01688,USR_0028,Mid,6463.05,"2023-07-13",Amazon Prime,Subscriptions,10.31,debit
TXN01724,USR_0046,Mid,4531.57,"2023-06-02",LabCorp,Healthcare,207.62,debit
TXN00049,USR_0017,Mid,4255.53,"2023-01-27",Panera Bread,Dining,63.05,debit
TXN01318,USR_0026,High,7347.78,"2023-04-10",Steam,Entertainment,74.36,debit
TXN00468,USR_0025,Mid,5443.38,"2023-10-10",AMC Theaters,Entertainment,78.23,debit
TXN00154,USR_0006,Mid,4079.46,"2023-06-11",Walmart,Shopping,304.07,debit
TXN01725,USR_0012,High,8390.95,"2023-08-01",Lyft,Transport,54.3,debit
TXN00395,USR_0048,High,9294.26,"2023-01-20",Hulu,Subscriptions,18.47,debit
TXN00124,USR_0018,Mid,4241.79,"2023-06-06",Target,Shopping,117.29,debit
TXN00356,USR_0011,Mid,4551.1,"2023-06-17",Comcast,Utilities,162.1,debit
TXN00135,USR_0020,Low,3094.6,"2023-10-29",UnitedHealth,Healthcare,146.47,debit
TXN00269,USR_0004,Low,3015.05,"2023-08-19",Starbucks,Dining,10.9,debit
TXN00386,USR_0026,High,7347.78,"2023-06-26",Amazon Prime,Subscriptions,7.55,debit
TXN00610,USR_0015,Mid,4694.68,"2023-09-24",UnitedHealth,Healthcare,120.03,debit
TXN00221,USR_0043,Mid,4669.35,"2023-09-24",Best Buy,Shopping,228.74,debit
TXN00042,USR_0037,High,8224.05,"2023-02-21",Chick-fil-A,Dining,19.92,debit
TXN00220,USR_0007,Low,2327.96,"2023-08-20",EZPass Toll,Transport,5.47,debit
TXN00598,USR_0046,Mid,4531.57,"2023-12-02",Walgreens,Healthcare,87.23,debit
TXN01165,USR_0029,Low,3299.73,"2023-04-11",Shell Gas,Transport,20.08,debit
TXN01761,USR_0019,Mid,5509.32,"2023-04-14",Hulu,Subscriptions,9.66,debit
TXN00681,USR_0031,High,11170.55,"2023-10-21",BP Gas,Transport,20.03,debit
TXN00973,USR_0030,Mid,4694.93,"2023-11-13",Steam,Entertainment,85.55,debit
TXN01752,USR_0015,Mid,4694.68,"2023-02-03",Nike,Shopping,135.45,debit
TXN00717,USR_0039,High,10440.81,"2023-07-26",Comcast,Utilities,155.41,debit
TXN00542,USR_0040,Low,3026.92,"2023-11-20",Walgreens,Healthcare,157.88,debit
TXN01474,USR_0011,Mid,4551.1,"2023-09-18",Nike,Shopping,312.9,debit
TXN01065,USR_0034,High,11683.27,"2023-03-11",Walgreens,Healthcare,167.5,debit
TXN01150,USR_0021,High,7624.13,"2023-08-21",AMC Theaters,Entertainment,12.52,debit
TXN01731,USR_0050,High,9806.84,"2023-06-16",Cigna,Healthcare,49.56,debit
TXN01601,USR_0038,Mid,4948.64,"2023-05-02",Xbox Game Pass,Entertainment,91.52,debit
TXN00858,USR_0011,Mid,4551.1,"2023-04-02",Hulu,Subscriptions,19.21,debit
TXN01196,USR_0034,High,11683.27,"2023-01-17",Dominion Energy,Utilities,194.78,debit
TXN01478,USR_0007,Low,2327.96,"2023-06-15",Netflix,Subscriptions,12.9,debit
TXN01454,USR_0013,Low,3138.21,"2023-08-03",Hulu,Subscriptions,17.3,debit
TXN01771,USR_0020,Low,3094.6,"2023-03-26",Lyft,Transport,27.17,debit
TXN01646,USR_0045,High,11381.84,"2023-02-03",Netflix,Subscriptions,12.74,debit
TXN01139,USR_0011,Mid,4551.1,"2023-05-21",Chipotle,Dining,72.08,debit
TXN01678,USR_0024,High,11427.26,"2023-06-12",Walgreens,Healthcare,231.04,debit
TXN01635,USR_0024,High,11427.26,"2023-09-22",Whole Foods,Groceries,22.75,debit
TXN00747,USR_0031,High,11170.55,"2023-12-26",Spotify,Subscriptions,15.19,debit
TXN00337,USR_0036,High,7855.69,"2023-03-08",Chipotle,Dining,26.65,debit
TXN00233,USR_0043,Mid,4669.35,"2023-08-05",Trader Joe's,Groceries,114.07,debit
TXN01695,USR_0005,High,7434.69,"2023-07-04",Publix,Groceries,48.05,debit
TXN01414,USR_0016,Low,3435.82,"2023-07-27",UBER,Transport,17.0,debit
TXN00159,USR_0039,High,10440.81,"2023-05-03",Amazon Prime,Subscriptions,14.16,debit
TXN00469,USR_0045,High,11381.84,"2023-03-29",Panera Bread,Dining,64.17,debit
TXN01690,USR_0003,Low,2209.31,"2023-08-27",American Water,Utilities,112.18,debit
TXN00956,USR_0010,High,10506.62,"2023-02-13",UnitedHealth,Healthcare,65.05,debit
TXN01668,USR_0001,High,7556.66,"2023-07-05",Kroger,Groceries,74.05,debit
TXN01040,USR_0050,High,9806.84,"2023-08-09",AT&T,Utilities,54.34,debit
TXN00586,USR_0016,Low,3435.82,"2023-01-30",Uber,Transport,9.61,debit
TXN00206,USR_0048,High,9294.26,"2023-12-23",LabCorp,Healthcare,188.14,debit
TXN00004,USR_0025,Mid,5443.38,"2023-07-15",Xbox Game Pass,Entertainment,33.91,debit
TXN00743,USR_0008,High,10010.09,"2023-07-07",Aldi,Groceries,159.63,debit
TXN01280,USR_0002,High,8375.15,"2023-08-21",Ticketmaster,Entertainment,105.53,debit
TXN01772,USR_0039,High,10440.81,"2023-05-08",Walmart,Shopping,339.03,debit
TXN01699,USR_0023,Mid,6073.51,"2023-07-26",LabCorp,Healthcare,191.87,debit
TXN01295,USR_0005,High,7434.69,"2023-02-25",Amazon Prime,Subscriptions,8.46,debit
TXN00694,USR_0024,High,11427.26,"2023-01-11",Verizon,Utilities,89.75,debit
TXN01545,USR_0027,High,8139.49,"2023-07-29",Xbox Game Pass,Entertainment,96.38,debit
TXN01526,USR_0011,Mid,4551.1,"2023-11-15",Shell Gas,Transport,42.37,debit
TXN00715,USR_0022,Mid,4197.0,"2023-05-22",Verizon,Utilities,81.78,debit
TXN01692,USR_0025,Mid,5443.38,"2023-01-13",Hulu,Subscriptions,10.04,debit
TXN01048,USR_0014,Low,3047.21,"2023-04-15",Nike,Shopping,174.23,debit
TXN00697,USR_0013,Low,3138.21,"2023-08-15",BP Gas,Transport,45.23,debit
TXN00931,USR_0017,Mid,4255.53,"2023-05-02",Best Buy,Shopping,335.9,debit
TXN01028,USR_0003,Low,2209.31,"2023-10-23",CVS Pharmacy,Healthcare,197.23,debit
TXN01114,USR_0008,High,10010.09,"2023-04-17",Cigna,Healthcare,20.92,debit
TXN00934,USR_0018,Mid,4241.79,"2023-08-19",Apple Music,Subscriptions,8.7,debit
TXN00158,USR_0045,High,11381.84,"2023-09-06",Chipotle,Dining,73.12,debit
TXN00922,USR_0043,Mid,4669.35,"2023-09-10",Publix,Groceries,173.07,debit
TXN01376,USR_0032,Low,2555.27,"2023-04-29",Netflix,Subscriptions,17.79,debit
TXN00463,USR_0047,Mid,4989.08,"2023-05-21",Amazon,Shopping,247.27,debit
TXN00653,USR_0012,High,8390.95,"2023-07-13",Walmart,Shopping,332.59,debit
TXN00161,USR_0030,Mid,4694.93,"2023-03-02",Hulu,Subscriptions,19.12,debit
TXN00306,USR_0006,Mid,4079.46,"2023-09-26",Dominion Energy,Utilities,192.54,debit
TXN00657,USR_0011,Mid,4551.1,"2023-11-22",Starbucks,Dining,19.68,debit
TXN00548,USR_0049,Mid,4349.08,"2023-12-13",Cigna,Healthcare,44.12,debit
TXN00714,USR_0043,Mid,4669.35,"2023-07-11",Walmart,Shopping,173.79,debit
TXN00396,USR_0012,High,8390.95,"2023-01-19",Cigna,Healthcare,54.71,debit
TXN00400,USR_0030,Mid,4694.93,"2023-05-20",uber,Transport,39.95,debit
TXN00619,USR_0044,Low,3369.7,"2023-06-05",Whole Foods,Groceries,152.93,debit
TXN01420,USR_0024,High,11427.26,"2023-12-10",Panera Bread,Dining,71.02,debit
TXN00900,USR_0026,High,7347.78,"2023-11-11",Nike,Shopping,29.54,debit
TXN01535,USR_0029,Low,3299.73,"2023-08-23",Chipotle,Dining,59.72,debit
TXN00737,USR_0016,Low,3435.82,"2023-04-26",Verizon,Utilities,60.63,debit
TXN01548,USR_0026,High,7347.78,"2023-03-26",CVS Pharmacy,Healthcare,104.38,debit
TXN01050,USR_0043,Mid,4669.35,"2023-09-27",Trader Joe's,Groceries,43.1,debit
TXN00460,USR_0041,Low,2343.57,"2023-04-29",McDonald's,Dining,31.12,debit
TXN00063,USR_0035,High,7357.01,"2023-06-19",Kroger,Groceries,159.71,debit
TXN00955,USR_0050,High,9806.84,"2023-07-23",Chipotle,Dining,23.37,debit
TXN00817,USR_0006,Mid,4079.46,"2023-06-28",Lyft,Transport,40.81,debit
TXN00458,USR_0035,High,7357.01,"2023-11-25",Publix,Groceries,20.58,debit
TXN00799,USR_0036,High,7855.69,"2023-09-03",LabCorp,Healthcare,78.62,debit
TXN00479,USR_0018,Mid,4241.79,"2023-08-19",Ticketmaster,Entertainment,45.92,debit
TXN01370,USR_0043,Mid,4669.35,"2023-12-13",Chipotle,Dining,15.04,debit
TXN00618,USR_0030,Mid,4694.93,"2023-05-16",Chipotle,Dining,16.03,debit
TXN01710,USR_0026,High,7347.78,"2023-02-02",Walgreens,Healthcare,123.95,debit
TXN00994,USR_0035,High,7357.01,"2023-12-23",Ticketmaster,Entertainment,70.17,debit
TXN01314,USR_0009,High,7994.19,"2023-12-14",Starbucks,Dining,36.22,debit
TXN01663,USR_0022,Mid,4197.0,"2023-11-12",Best Buy,Shopping,121.73,debit
TXN01738,USR_0018,Mid,4241.79,"2023-03-24",Netflix,Subscriptions,9.3,debit
TXN00348,USR_0041,Low,2343.57,"2023-01-16",Xbox Game Pass,Entertainment,38.31,debit
TXN00984,USR_0008,High,10010.09,"2023-05-10",Steam,Entertainment,27.85,debit
TXN01521,USR_0002,High,8375.15,"2023-03-24",Target,Shopping,158.96,debit
TXN00803,USR_0019,Mid,5509.32,"2023-04-15",Trader Joe's,Groceries,149.31,debit
TXN00761,USR_0029,Low,3299.73,"2023-11-15",Amazon,Shopping,72.18,debit
TXN00447,USR_0048,High,9294.26,"2023-03-02",Ticketmaster,Entertainment,85.0,debit
TXN00651,USR_0041,Low,2343.57,"2023-09-07",Comcast,Utilities,153.15,debit
TXN01146,USR_0022,Mid,4197.0,"2023-04-12",Panera Bread,Dining,44.75,debit
TXN01657,USR_0033,Low,3005.26,"2023-11-30",Verizon,Utilities,133.39,debit
TXN00380,USR_0036,High,7855.69,"2023-06-16",Xbox Game Pass,Entertainment,48.33,debit
TXN00565,USR_0015,Mid,4694.68,"2023-07-16",Chipotle,Dining,12.22,debit
TXN01756,USR_0041,Low,2343.57,"2023-12-19",American Water,Utilities,50.8,debit
TXN00987,USR_0001,High,7556.66,"2023-01-22",Xbox Game Pass,Entertainment,22.82,debit
TXN01764,USR_0027,High,8139.49,"2023-11-28",Amazon,Shopping,126.53,debit
TXN00947,USR_0010,High,10506.62,"2023-03-27",American Water,Utilities,141.0,debit
TXN00232,USR_0036,High,7855.69,"2023-10-15",Dominion Energy,Utilities,105.73,debit
TXN01124,USR_0022,Mid,4197.0,"2023-07-01",McDonald's,Dining,28.74,debit
TXN00383,USR_0016,Low,3435.82,"2023-05-23",Target,Shopping,343.97,debit
TXN01090,USR_0045,High,11381.84,"2023-11-29",Netflix,Subscriptions,15.24,debit
TXN01045,USR_0047,Mid,4989.08,"2023-02-13",Chipotle,Dining,22.01,debit
TXN00073,USR_0029,Low,3299.73,"2023-12-12",EZPass Toll,Transport,29.97,debit
TXN00071,USR_0012,High,8390.95,"2023-11-12",Best Buy,Shopping,196.3,debit
TXN01021,USR_0034,High,11683.27,"2023-03-11",Amazon,Shopping,83.04,debit
TXN00873,USR_0009,High,7994.19,"2023-10-21",Spotify,Subscriptions,7.51,debit
TXN00172,USR_0009,High,7994.19,"2023-09-15",Dominion Energy,Utilities,179.87,debit
TXN01313,USR_0029,Low,3299.73,"2023-06-23",Panera Bread,Dining,68.01,debit
TXN00169,USR_0016,Low,3435.82,"2023-10-20",Walgreens,Healthcare,215.44,debit
TXN00494,USR_0026,High,7347.78,"2023-06-20",UnitedHealth,Healthcare,115.65,debit
TXN01159,USR_0008,High,10010.09,"2023-10-31",Steam,Entertainment,68.84,debit
TXN00876,USR_0041,Low,2343.57,"2023-01-10",Amazon,Shopping,347.54,debit
TXN01525,USR_0044,Low,3369.7,"2023-12-01",American Water,Utilities,167.96,debit
TXN00273,USR_0004,Low,3015.05,"2023-11-20",Dominion Energy,Utilities,92.75,debit
TXN01199,USR_0047,Mid,4989.08,"2023-06-26",Trader Joe's,Groceries,139.65,debit
TXN00421,USR_0045,High,11381.84,"2023-02-02",Kroger,Groceries,177.71,debit
TXN00095,USR_0040,Low,3026.92,"2023-10-01",Aldi,Groceries,112.66,debit
TXN01359,USR_0047,Mid,4989.08,"2023-02-20",EZPass Toll,Transport,51.52,debit
TXN01459,USR_0016,Low,3435.82,"2023-08-30",AT&T,Utilities,190.29,debit
TXN01470,USR_0004,Low,3015.05,"2023-04-28",Netflix,Subscriptions,9.13,debit
TXN00043,USR_0017,Mid,4255.53,"2023-03-09",Dominion Energy,Utilities,180.68,debit
TXN00057,USR_0012,High,8390.95,"2023-07-31",Whole Foods,Groceries,136.53,debit
TXN01476,USR_0012,High,8390.95,"2023-08-02",McDonald's,Dining,52.38,debit
TXN01026,USR_0047,Mid,4989.08,"2023-02-09",American Water,Utilities,67.66,debit
TXN01237,USR_0038,Mid,4948.64,"2023-04-30",Chipotle,Dining,56.48,debit
TXN01193,USR_0017,Mid,4255.53,"2023-01-08",Chick-fil-A,Dining,17.22,debit
TXN01693,USR_0042,Low,3207.57,"2023-02-08",Dominion Energy,Utilities,87.12,debit
TXN00039,USR_0046,Mid,4531.57,"2023-06-10",Shell Gas,Transport,25.56,debit
TXN00307,USR_0035,High,7357.01,"2023-09-17",Aldi,Groceries,159.1,debit
TXN00864,USR_0025,Mid,5443.38,"2023-12-01",UnitedHealth,Healthcare,151.04,debit
TXN00998,USR_0041,Low,2343.57,"2023-09-17",Walgreens,Healthcare,221.9,debit
TXN01258,USR_0042,Low,3207.57,"2023-07-06",Target,Shopping,219.72,debit
TXN00783,USR_0040,Low,3026.92,"2023-11-04",Steam,Entertainment,87.33,debit
TXN00409,USR_0041,Low,2343.57,"2023-06-01",AT&T,Utilities,75.34,debit
TXN00510,USR_0033,Low,3005.26,"2023-09-23",BP Gas,Transport,24.32,debit
TXN00782,USR_0004,Low,3015.05,"2023-04-25",Steam,Entertainment,69.42,debit
TXN00167,USR_0031,High,11170.55,"2023-06-26",AT&T,Utilities,162.06,debit
TXN00535,USR_0037,High,8224.05,"2023-01-16",Shell Gas,Transport,4.86,debit
TXN00584,USR_0006,Mid,4079.46,"2023-09-19",Lyft,Transport,33.57,debit
TXN01166,USR_0044,Low,3369.7,"2023-06-05",UnitedHealth,Healthcare,247.67,debit
TXN01754,USR_0032,Low,2555.27,"2023-02-22",Amazon Prime,Subscriptions,19.47,debit
TXN01321,USR_0023,Mid,6073.51,"2023-06-29",Best Buy,Shopping,307.26,debit
TXN01170,USR_0021,High,7624.13,"2023-12-31",Cigna,Healthcare,101.58,debit
TXN01744,USR_0050,High,9806.84,"2023-04-14",Shell Gas,Transport,54.8,debit
TXN01707,USR_0049,Mid,4349.08,"2023-07-26",Walmart,Shopping,202.98,debit
TXN01358,USR_0013,Low,3138.21,"2023-05-25",Apple Music,Subscriptions,7.06,debit
TXN00814,USR_0020,Low,3094.6,"2023-09-09",Dominion Energy,Utilities,165.45,debit
TXN00317,USR_0026,High,7347.78,"2023-08-14",UnitedHealth,Healthcare,243.69,debit
TXN00091,USR_0001,High,7556.66,"2023-06-30",Best Buy,Shopping,300.17,debit
TXN01737,USR_0043,Mid,4669.35,"2023-05-05",Ticketmaster,Entertainment,59.14,debit
TXN00517,USR_0042,Low,3207.57,"2023-02-25",Spotify,Subscriptions,14.17,debit
TXN00962,USR_0035,High,7357.01,"2023-06-08",American Water,Utilities,126.35,debit
TXN01546,USR_0024,High,11427.26,"2023-01-16",Ticketmaster,Entertainment,93.57,debit
TXN01389,USR_0002,High,8375.15,"2023-10-30",Whole Foods,Groceries,153.09,debit
TXN00534,USR_0027,High,8139.49,"2023-12-30",ESPN+,Entertainment,24.23,debit
TXN00985,USR_0004,Low,3015.05,"2023-12-08",uber,Transport,21.5,debit
TXN01128,USR_0016,Low,3435.82,"2023-07-10",Steam,Entertainment,29.86,debit
TXN00272,USR_0019,Mid,5509.32,"2023-07-18",UnitedHealth,Healthcare,172.94,debit
TXN00549,USR_0041,Low,2343.57,"2023-05-18",Cigna,Healthcare,118.48,debit
TXN00669,USR_0047,Mid,4989.08,"2023-10-04",Walmart,Shopping,26.88,debit
TXN01575,USR_0010,High,10506.62,"2023-03-02",Verizon,Utilities,198.56,debit
TXN00454,USR_0022,Mid,4197.0,"2023-04-28",LabCorp,Healthcare,210.01,debit
TXN00607,USR_0045,High,11381.84,"2023-01-05",Dominion Energy,Utilities,161.43,debit
TXN01569,USR_0050,High,9806.84,"2023-07-22",Nike,Shopping,179.6,debit
TXN01639,USR_0013,Low,3138.21,"2023-03-26",Verizon,Utilities,50.06,debit
TXN00805,USR_0033,Low,3005.26,"2023-12-23",Amazon,Shopping,141.77,debit
TXN00599,USR_0027,High,8139.49,"2023-06-13",Amazon,Shopping,50.6,debit
TXN00894,USR_0036,High,7855.69,"2023-09-05",Walmart,Shopping,273.23,debit
TXN00978,USR_0003,Low,2209.31,"2023-06-19",McDonald's,Dining,10.0,debit
TXN00752,USR_0023,Mid,6073.51,"2023-12-27",UnitedHealth,Healthcare,48.49,debit
TXN00571,USR_0025,Mid,5443.38,"2023-06-29",UnitedHealth,Healthcare,199.86,debit
TXN01239,USR_0040,Low,3026.92,"2023-01-24",Lyft,Transport,3.82,debit
TXN01279,USR_0020,Low,3094.6,"2023-03-24",Xbox Game Pass,Entertainment,90.94,debit
TXN00537,USR_0050,High,9806.84,"2023-09-11",Chick-fil-A,Dining,12.99,debit
TXN00202,USR_0036,High,7855.69,"2023-06-17",Uber,Transport,29.46,debit
TXN01264,USR_0038,Mid,4948.64,"2023-09-06",Aldi,Groceries,38.92,debit
TXN00886,USR_0049,Mid,4349.08,"2023-12-23",Panera Bread,Dining,14.37,debit
TXN00977,USR_0027,High,8139.49,"2023-06-09",Steam,Entertainment,58.32,debit
TXN00245,USR_0043,Mid,4669.35,"2023-08-06",Xbox Game Pass,Entertainment,55.84,debit
TXN00026,USR_0022,Mid,4197.0,"2023-02-25",Lyft,Transport,13.84,debit
TXN01308,USR_0010,High,10506.62,"2023-07-10",Xbox Game Pass,Entertainment,117.18,debit
TXN00949,USR_0015,Mid,4694.68,"2023-06-10",Verizon,Utilities,153.67,debit
TXN00223,USR_0007,Low,2327.96,"2023-09-09",AMC Theaters,Entertainment,108.42,debit
TXN01552,USR_0018,Mid,4241.79,"2023-09-28",Hulu,Subscriptions,12.8,debit
TXN00106,USR_0013,Low,3138.21,"2023-02-08",Uber,Transport,20.19,debit
TXN00674,USR_0020,Low,3094.6,"2023-07-23",ESPN+,Entertainment,107.91,debit
TXN00643,USR_0037,High,8224.05,"2023-03-14",BP Gas,Transport,33.9,debit
TXN01783,USR_0042,Low,3207.57,"2023-10-29",Panera Bread,Dining,66.95,debit
TXN00666,USR_0031,High,11170.55,"2023-12-27",Aldi,Groceries,170.5,debit
TXN00132,USR_0037,High,8224.05,"2023-11-19",Whole Foods,Groceries,39.62,debit
TXN01254,USR_0016,Low,3435.82,"2023-04-09",Chick-fil-A,Dining,73.38,debit
TXN00445,USR_0013,Low,3138.21,"2023-10-28",BP Gas,Transport,14.91,debit
TXN00972,USR_0018,Mid,4241.79,"2023-07-31",Uber,Transport,9.29,debit
TXN00509,USR_0028,Mid,6463.05,"2023-02-24",Kroger,Groceries,57.69,debit
TXN00867,USR_0023,Mid,6073.51,"2023-09-07",Xbox Game Pass,Entertainment,5.76,debit
TXN01012,USR_0013,Low,3138.21,"2023-09-27",EZPass Toll,Transport,38.64,debit
TXN00982,USR_0050,High,9806.84,"2023-02-18",BP Gas,Transport,25.18,debit
TXN00076,USR_0013,Low,3138.21,"2023-03-17",Kroger,Groceries,55.4,debit
TXN00037,USR_0003,Low,2209.31,"2023-11-14",Panera Bread,Dining,51.02,debit
TXN01637,USR_0013,Low,3138.21,"2023-06-21",Chick-fil-A,Dining,61.54,debit
TXN00058,USR_0022,Mid,4197.0,"2023-07-30",Shell Gas,Transport,12.07,debit
TXN00197,USR_0019,Mid,5509.32,"2023-06-23",Panera Bread,Dining,72.4,debit
TXN01625,USR_0040,Low,3026.92,"2023-11-17",Target,Shopping,338.88,debit
TXN00946,USR_0025,Mid,5443.38,"2023-11-11",Best Buy,Shopping,224.78,debit
TXN01047,USR_0031,High,11170.55,"2023-01-12",Comcast,Utilities,158.4,debit
TXN00322,USR_0023,Mid,6073.51,"2023-08-17",Trader Joe's,Groceries,116.45,debit
TXN01492,USR_0030,Mid,4694.93,"2023-12-13",Lyft,Transport,56.05,debit
TXN01560,USR_0004,Low,3015.05,"2023-11-30",Panera Bread,Dining,25.86,debit
TXN00478,USR_0005,High,7434.69,"2023-06-24",UnitedHealth,Healthcare,17.11,debit
TXN00087,USR_0035,High,7357.01,"2023-02-11",Spotify,Subscriptions,16.18,debit
TXN01706,USR_0023,Mid,6073.51,"2023-06-23",BP Gas,Transport,27.27,debit
TXN00562,USR_0001,High,7556.66,"2023-04-20",AMC Theaters,Entertainment,20.26,debit
